City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp (°C)
300,okhotsk,59.3833,143.3,288.78,88,96,1.3,RU,1692322129,15.629999999999995
301,santarem,-2.4431,-54.7083,301.22,89,0,1.54,BR,1692322130,28.07000000000005
302,bakchar,57.0186,82.0711,283.21,81,5,2.38,RU,1692322130,10.060000000000002
303,holualoa,19.6228,-155.9522,300.06,80,100,5.66,US,1692321935,26.910000000000025
304,fiambala,-27.6871,-67.6149,291.52,10,0,4.92,AR,1692322131,18.370000000000005
305,klyuchi,52.2667,79.1667,286.15,84,100,2.95,RU,1692322131,13.0
306,ha'il,27.5219,41.6907,301.16,16,0,2.06,SA,1692321955,28.010000000000048
307,saint-pierre,-21.3393,55.4781,293.47,88,75,1.54,RE,1692322132,20.32000000000005
308,vilhena,-12.7406,-60.1458,297.4,41,59,1.22,BR,1692322132,24.25
309,fortuna,40.5982,-124.1573,294.78,84,20,6.17,US,1692322133,21.629999999999995
310,port lincoln,-34.7333,135.8667,286.37,71,96,7.52,AU,1692322133,13.220000000000027
311,yulinshi,38.2906,109.7494,297.69,41,61,3.16,CN,1692322134,24.54000000000002
312,kidal,18.4411,1.4078,302.49,44,100,6.95,ML,1692322135,29.340000000000032
313,nishon tumani,38.694,65.6751,293.29,42,0,2.06,UZ,1692322136,20.140000000000043
314,bamboo flat,11.7,92.7167,302.2,79,40,4.12,IN,1692322136,29.05000000000001
315,kuanda,56.3161,116.0806,286.63,80,100,1.29,RU,1692322137,13.480000000000018
316,mhamid,29.82,-5.72,306.03,12,0,2.47,MA,1692322137,32.879999999999995
317,ola,59.5833,151.2833,289.34,84,100,0.96,RU,1692322138,16.189999999999998
318,port antonio,18.18,-76.4612,304.1,84,0,0.62,JM,1692322138,30.950000000000045
319,naze,28.3667,129.4833,301.66,77,66,2.25,JP,1692322138,28.510000000000048
320,grand-bassam,5.2118,-3.7388,298.13,94,100,3.94,CI,1692322139,24.980000000000018
321,camabatela,-8.1881,15.375,289.3,84,96,2.17,AO,1692322139,16.150000000000034
322,conceicao da barra,-18.5933,-39.7322,294.34,82,0,2.17,BR,1692321915,21.189999999999998
323,timbuktu,16.7735,-3.0074,306.12,43,35,1.46,ML,1692322140,32.97000000000003
324,santiago de cao,-7.9589,-79.2392,294.22,83,75,4.12,PE,1692322141,21.07000000000005
325,linares,-35.85,-71.6,281.72,89,82,1.64,CL,1692322142,8.57000000000005
326,prainha,-1.8,-53.48,300.51,59,47,0.84,BR,1692322143,27.360000000000014
327,vyerkhnyadzvinsk,55.7815,27.9443,292.82,91,95,2.22,BY,1692322143,19.670000000000016
328,urangan,-25.3,152.9,295.21,74,99,7.75,AU,1692322144,22.060000000000002
329,padang,-0.9492,100.3543,298.18,88,89,1.16,ID,1692322145,25.03000000000003
330,eureka,40.8021,-124.1637,301.9,84,51,1.34,US,1692322108,28.75
331,lycksele,64.5954,18.6735,283.08,93,75,0.51,SE,1692322137,9.930000000000007
332,saint-leu,-21.15,55.2833,293.13,90,21,5.41,RE,1692322146,19.980000000000018
333,baie-saint-paul,47.4411,-70.4986,294.62,90,100,3.13,CA,1692321930,21.470000000000027
334,utrik,11.2278,169.8474,301.61,74,6,5.97,MH,1692322147,28.460000000000036
335,obidos,-1.9175,-55.5181,300.48,59,10,1.31,BR,1692322147,27.33000000000004
336,lankaran,38.7543,48.8506,297.48,47,0,1.28,AZ,1692322148,24.33000000000004
337,sim,54.993,57.6982,292.1,79,6,0.79,RU,1692322148,18.950000000000045
338,murun-kuren,49.6342,100.1625,284.88,63,9,4.6,MN,1692322149,11.730000000000018
339,gaspe,48.8334,-64.4819,291.27,88,20,3.09,CA,1692322027,18.120000000000005
340,puerto armuelles,8.2833,-82.8667,302.09,74,100,1.34,PA,1692322150,28.939999999999998
341,vilyuysk,63.7553,121.6247,294.31,58,94,5.32,RU,1692322150,21.160000000000025
342,katav-ivanovsk,54.7531,58.1956,290.87,79,27,1.33,RU,1692322151,17.720000000000027
343,nizhneudinsk,54.9076,99.0276,286.37,78,100,4.29,RU,1692322151,13.220000000000027
344,alesund,62.4723,6.1549,289.44,91,40,2.57,NO,1692322152,16.29000000000002
345,mili,6.0815,171.735,301.77,72,100,3.18,MH,1692322152,28.620000000000005
346,san luis de la loma,17.2706,-100.8939,300.23,77,100,1.91,MX,1692322152,27.08000000000004
347,vila velha,-20.3297,-40.2925,294.12,83,20,2.06,BR,1692322153,20.970000000000027
348,vadso,70.0744,29.7487,282.24,81,20,7.2,NO,1692322153,9.090000000000032
349,rochefort,45.9167,-1.0,295.18,89,100,0.89,FR,1692322154,22.03000000000003
350,island harbour,50.724,-1.2758,291.57,93,28,2.24,GB,1692322154,18.420000000000016
351,qui nhon,13.7667,109.2333,303.54,62,5,1.64,VN,1692322155,30.390000000000043
352,juan griego,11.0817,-63.9655,306.22,62,32,5.14,VE,1692322155,33.07000000000005
353,tarawa,1.419,172.984,299.2,94,75,0.51,KI,1692322156,26.05000000000001
354,ebaye,8.7748,167.7392,304.16,66,0,4.89,MH,1692322157,31.010000000000048
355,berezovyy,51.6667,135.7,298.59,58,96,1.68,RU,1692322157,25.439999999999998
356,brigg,53.552,-0.4921,289.29,78,100,4.63,GB,1692322157,16.140000000000043
357,mammoth lakes,37.6485,-118.9721,293.55,40,100,3.58,US,1692322158,20.400000000000034
358,visby,57.6409,18.296,289.84,94,75,3.6,SE,1692322158,16.689999999999998
359,antofagasta,-23.65,-70.4,289.75,78,44,2.3,CL,1692322075,16.600000000000023
360,grand falls-windsor,48.9332,-55.6649,287.81,89,20,0.85,CA,1692321992,14.660000000000025
361,lerwick,60.1545,-1.1494,286.15,91,1,3.33,GB,1692322160,13.0
362,bongaree,-27.0797,153.1586,298.74,49,100,3.13,AU,1692322160,25.590000000000032
363,christchurch,-43.5333,172.6333,288.41,62,73,2.06,NZ,1692321992,15.260000000000048
364,muisne,0.6,-80.0333,298.74,84,51,4.47,EC,1692322161,25.590000000000032
365,coahuayana de hidalgo,18.7,-103.6583,299.58,83,100,1.84,MX,1692322162,26.430000000000007
366,juneau,58.3019,-134.4197,287.27,89,75,4.12,US,1692322085,14.120000000000005
367,ivdel',60.6911,60.4206,291.7,73,46,1.61,RU,1692322163,18.55000000000001
368,kerikeri,-35.2268,173.9474,288.59,47,29,1.53,NZ,1692322164,15.439999999999998
369,sisimiut,66.9395,-53.6735,279.5,83,7,1.78,GL,1692322164,6.350000000000023
370,port macquarie,-31.4333,152.9167,296.42,38,0,6.86,AU,1692322165,23.27000000000004
371,cidreira,-30.1811,-50.2056,291.01,94,9,2.15,BR,1692322033,17.860000000000014
372,namibe,-15.1961,12.1522,288.6,88,2,1.36,AO,1692322166,15.450000000000045
373,ciudad de huajuapan de leon,17.8,-97.7667,294.56,67,100,1.22,MX,1692322167,21.410000000000025
374,polyarnyy,69.1989,33.4478,282.05,85,100,8.29,RU,1692322167,8.900000000000034
375,new norfolk,-42.7826,147.0587,285.77,82,100,2.02,AU,1692322167,12.620000000000005
376,nizhniy kuranakh,58.8353,125.4869,294.8,69,100,1.86,RU,1692322168,21.650000000000034
377,mohr,54.3528,9.7167,292.1,90,99,2.24,DE,1692322168,18.950000000000045
378,haikou,20.0458,110.3417,304.22,79,0,3.0,CN,1692322170,31.07000000000005
379,jocotepec,20.3,-103.4333,293.45,91,100,1.83,MX,1692322170,20.30000000000001
380,laascaanood,8.4774,47.3597,295.3,68,100,12.0,SO,1692322171,22.150000000000034
381,podebrady,50.1424,15.1188,292.25,85,33,1.65,CZ,1692322172,19.100000000000023
382,port douglas,-16.4833,145.4667,297.2,60,100,1.49,AU,1692322172,24.05000000000001
383,charters towers,-20.1,146.2667,300.05,28,6,4.99,AU,1692322172,26.900000000000034
384,beichengqu,40.4394,113.1536,295.61,36,1,0.73,CN,1692322173,22.460000000000036
385,buala,-8.145,159.5921,301.32,74,94,3.0,SB,1692321920,28.170000000000016
386,dunedin,-45.8742,170.5036,284.3,52,100,1.65,NZ,1692321930,11.150000000000034
387,kilinochchi,9.3961,80.3982,300.53,77,100,7.71,LK,1692322174,27.379999999999995
388,zaozersk,69.4005,32.4476,280.81,89,94,8.35,RU,1692322175,7.660000000000025
389,tukrah,32.5341,20.5791,298.4,78,0,3.63,LY,1692322175,25.25
390,bridgeton,39.4273,-75.2341,299.83,90,0,2.06,US,1692322047,26.680000000000007
391,paracuru,-3.41,-39.0306,299.88,85,13,6.13,BR,1692322176,26.730000000000018
392,zhosaly,45.4878,64.0781,298.66,25,41,3.67,KZ,1692322177,25.510000000000048
393,aktau,43.65,51.2,293.47,51,0,3.33,KZ,1692322177,20.32000000000005
394,santa maria da vitoria,-13.3947,-44.1886,298.66,41,92,3.07,BR,1692322177,25.510000000000048
395,auki,-8.7676,160.7034,301.86,71,97,2.63,SB,1692322178,28.710000000000036
396,umba,66.6871,34.3429,280.65,82,1,4.06,RU,1692322178,7.5
397,dongola,19.1667,30.4833,305.91,19,21,4.6,SD,1692322179,32.76000000000005
398,catalca,41.1432,28.4615,297.77,83,48,8.53,TR,1692322180,24.620000000000005
399,ihosy,-22.4,46.1167,286.64,90,78,2.81,MG,1692322180,13.490000000000009
400,gazojak,41.1875,61.4036,299.37,24,0,2.66,TM,1692322180,26.220000000000027
401,shakhtinsk,49.71,72.5872,290.19,57,1,1.0,KZ,1692322182,17.04000000000002
402,rehoboth,-23.3167,17.0833,287.08,33,90,3.13,NA,1692321998,13.930000000000007
403,newman,37.3138,-121.0208,310.53,41,100,10.4,US,1692322183,37.379999999999995
404,gvardeysk,54.6477,21.0651,292.18,97,100,2.3,RU,1692322184,19.03000000000003
405,ojinaga,29.5667,-104.4167,311.71,20,0,3.6,MX,1692322184,38.56
406,nynashamn,58.9034,17.9479,287.65,87,100,4.08,SE,1692322184,14.5
407,lalmatie,-20.1897,57.6611,292.09,79,15,2.84,MU,1692322185,18.939999999999998
408,luba,3.4568,8.5547,298.09,91,100,5.06,GQ,1692322185,24.939999999999998
409,amga,60.8953,131.9608,293.77,60,0,3.81,RU,1692322186,20.620000000000005
410,manthani,18.65,79.6667,296.96,95,100,2.54,IN,1692322186,23.810000000000002
411,bulawayo,-20.15,28.5833,285.69,60,100,2.33,ZW,1692322186,12.54000000000002
412,kuqa,41.7278,82.9364,297.5,37,91,1.56,CN,1692322187,24.350000000000023
413,roma,43.2128,-75.4557,296.23,78,75,3.6,US,1692322187,23.08000000000004
414,sarkand,45.41,79.9186,291.51,40,0,1.4,KZ,1692322188,18.360000000000014
415,baiyin,36.5583,104.2081,292.33,52,22,0.72,CN,1692322188,19.180000000000007
416,iskandar,41.5539,69.7008,290.62,19,2,3.22,UZ,1692322189,17.470000000000027
417,san ignacio de velasco,-16.3667,-60.95,298.01,48,0,2.04,BO,1692322189,24.860000000000014
418,ketchikan,55.3422,-131.6461,286.41,88,100,3.09,US,1692322189,13.260000000000048
419,corinto,37.9407,22.9573,302.53,57,0,1.67,GR,1692322190,29.379999999999995
420,nyurba,63.2842,118.3319,293.4,63,100,5.93,RU,1692322190,20.25
421,lensk,60.7253,114.9278,292.81,72,100,5.54,RU,1692322191,19.660000000000025
422,casper,42.8666,-106.3131,305.48,24,0,4.63,US,1692321922,32.33000000000004
423,duyun,26.2667,107.5167,298.41,90,100,1.03,CN,1692322191,25.260000000000048
424,la tuque,47.4334,-72.7824,293.29,88,81,1.03,CA,1692321931,20.140000000000043
425,puerto madryn,-42.7692,-65.0385,280.44,90,100,4.7,AR,1692322192,7.2900000000000205
426,savanna-la-mar,18.219,-78.1332,302.12,82,52,0.43,JM,1692322193,28.970000000000027
427,yauya,-8.9833,-77.3,285.03,73,11,2.01,PE,1692322193,11.879999999999995
428,champerico,14.3,-91.9167,301.8,78,26,3.06,GT,1692322193,28.650000000000034
429,touros,-5.1989,-35.4608,297.25,82,15,5.26,BR,1692322194,24.100000000000023
430,vernon,50.2581,-119.2691,310.54,21,0,2.68,CA,1692322194,37.39000000000004
431,srikakulam,18.3,83.9,298.09,93,100,2.86,IN,1692322194,24.939999999999998
432,xining,36.6167,101.7667,287.99,76,66,0.98,CN,1692322195,14.840000000000032
433,malpica,43.3228,-8.8105,294.45,70,100,5.55,ES,1692322195,21.30000000000001
434,priozersk,61.0393,30.1291,287.01,91,25,3.45,RU,1692322196,13.860000000000014
435,codrington,-38.2667,141.9667,283.24,71,88,9.14,AU,1692322196,10.090000000000032
436,pervomayskoye,43.919,46.7102,295.93,58,35,2.59,RU,1692322196,22.78000000000003
437,graaff-reinet,-32.2522,24.5308,282.06,58,0,0.12,ZA,1692322197,8.910000000000025
438,hammerfest,70.6634,23.6821,283.4,76,100,5.66,NO,1692322197,10.25
439,schuyler,42.4167,-76.883,297.13,81,86,2.24,US,1692322198,23.980000000000018
440,laguna,38.421,-121.4238,314.01,39,0,5.66,US,1692322198,40.860000000000014
441,boende,-0.2167,20.8667,296.98,80,99,1.12,CD,1692322199,23.83000000000004
442,ondjiva,-17.0667,15.7333,292.17,20,18,3.09,AO,1692322199,19.02000000000004
443,tidjikja,18.5564,-11.4271,299.33,72,100,4.32,MR,1692322199,26.180000000000007
444,jala,21.0833,-104.4333,294.17,92,100,1.8,MX,1692322200,21.02000000000004
445,uchiza,-8.4592,-76.4633,297.1,82,100,1.02,PE,1692322201,23.950000000000045
446,fort st. john,56.2499,-120.8529,294.09,30,75,4.63,CA,1692322202,20.939999999999998
447,koch'ang,35.4333,126.7,302.59,68,0,1.53,KR,1692322204,29.439999999999998
448,abilene,32.4487,-99.7331,309.27,26,0,2.57,US,1692322206,36.120000000000005
449,east ballina,-28.8667,153.5833,296.93,53,72,7.72,AU,1692322206,23.78000000000003
450,nouadhibou,20.931,-17.0347,297.14,83,100,5.14,MR,1692322207,23.99000000000001
451,ratnagiri,16.9833,73.3,299.26,83,100,2.16,IN,1692322209,26.110000000000014
452,labrador city,52.9463,-66.9114,290.1,82,40,4.63,CA,1692322210,16.950000000000045
453,uray,60.1247,64.7758,291.9,82,90,2.28,RU,1692322082,18.75
454,raja,8.4596,25.678,293.87,90,99,0.58,SS,1692322211,20.720000000000027
455,troitskiy,57.0603,63.7481,292.14,71,26,2.15,RU,1692322212,18.99000000000001
456,maddela,16.3414,121.6849,305.09,62,94,0.38,PH,1692322212,31.939999999999998
457,changleng,28.7,115.8167,304.38,63,39,2.49,CN,1692322213,31.230000000000018
458,quellon,-43.1167,-73.6167,277.29,100,100,2.57,CL,1692322214,4.140000000000043
459,santa terezinha,-29.9002,-50.0904,291.92,88,4,1.14,BR,1692322215,18.77000000000004
460,utete,-7.986,38.758,294.12,92,49,0.56,TZ,1692322215,20.970000000000027
461,port-vila,-17.7338,168.3219,296.93,73,100,6.17,VU,1692322216,23.78000000000003
462,hebi,35.8992,114.1925,302.68,76,84,2.65,CN,1692322217,29.53000000000003
463,halikko,60.4,23.0833,288.6,92,100,2.24,FI,1692322217,15.450000000000045
464,pasuquin,18.3328,120.6177,303.12,74,75,4.12,PH,1692322218,29.970000000000027
465,mont-dore,-22.2833,166.5833,298.14,99,0,4.99,NC,1692322219,24.99000000000001
466,flin flon,54.7682,-101.865,294.92,49,91,4.2,CA,1692321965,21.77000000000004
467,vargarda,58.0371,12.8091,288.11,94,100,1.91,SE,1692321920,14.960000000000036
468,el estor,15.5333,-89.35,297.84,93,12,1.03,GT,1692322220,24.689999999999998
469,aubergenville,48.96,1.8547,294.18,87,18,2.38,FR,1692322221,21.03000000000003
470,plettenberg bay,-34.0527,23.3716,284.71,74,7,3.43,ZA,1692322223,11.560000000000002
471,salinas,36.6777,-121.6555,297.6,83,100,5.14,US,1692322142,24.450000000000045
472,lorengau,-2.0226,147.2712,301.44,74,25,4.8,PG,1692322223,28.29000000000002
473,nueva gerona,21.8833,-82.8,303.07,68,90,2.71,CU,1692322224,29.920000000000016
474,kasongo-lunda,-6.4667,16.8167,297.49,57,15,1.23,CD,1692322225,24.340000000000032
475,torghay,49.6339,63.4981,295.27,41,48,4.62,KZ,1692322226,22.120000000000005
476,souillac,-20.5167,57.5167,293.36,88,20,1.54,MU,1692322226,20.210000000000036
477,bairnsdale,-37.8333,147.6167,282.07,96,100,0.45,AU,1692322228,8.920000000000016
478,zemio,5.0314,25.1361,293.2,97,100,0.59,CF,1692322228,20.05000000000001
479,zaragoza,41.6561,-0.8773,301.49,49,0,4.47,ES,1692322229,28.340000000000032
480,fukuecho,32.6881,128.8419,301.35,89,75,3.6,JP,1692322230,28.200000000000045
481,palora,-1.7,-77.9333,292.27,96,56,1.35,EC,1692322230,19.120000000000005
482,borodulikha,50.7184,80.9295,292.44,53,65,2.89,KZ,1692322231,19.29000000000002
483,murzuq,25.9155,13.9184,302.93,21,5,1.82,LY,1692322231,29.78000000000003
484,quatre cocos,-20.2078,57.7625,293.21,80,20,3.2,MU,1692322232,20.060000000000002
485,namyang,42.95,129.8667,300.49,68,32,1.63,KP,1692322232,27.340000000000032
486,carbonear,47.7332,-53.2148,286.27,89,3,2.36,CA,1692322233,13.120000000000005
487,myeik,12.4333,98.6,299.98,81,97,1.89,MM,1692322233,26.83000000000004
488,nowy dwor gdanski,54.2131,19.1177,292.67,91,99,1.65,PL,1692322234,19.52000000000004
489,sinabang,2.4803,96.3801,300.3,81,99,1.19,ID,1692322235,27.150000000000034
490,ouesso,1.6136,16.0517,295.34,91,100,1.16,CG,1692322235,22.189999999999998
491,baishishan,43.5833,127.5667,301.6,62,0,1.66,CN,1692322236,28.450000000000045
492,shizilu,35.1711,118.8289,301.23,70,75,2.35,CN,1692322236,28.08000000000004
493,yeed,4.55,43.0333,295.8,75,0,7.35,SO,1692322237,22.650000000000034
494,tame,6.461,-71.73,297.11,90,77,1.23,CO,1692322237,23.960000000000036
495,san antonio,29.4241,-98.4936,311.34,24,0,3.09,US,1692322188,38.19
496,sogndal,61.2283,7.1003,290.36,88,100,1.03,NO,1692322238,17.210000000000036
497,enoch,37.7733,-113.0244,297.29,60,0,4.63,US,1692322239,24.140000000000043
498,garachico,28.7781,-17.7646,294.21,73,0,4.63,ES,1692322240,21.060000000000002
499,tutoia,-2.7619,-42.2744,299.06,79,80,5.74,BR,1692322240,25.910000000000025
500,rockland,41.1668,-74.0496,296.67,90,6,2.15,US,1692322240,23.52000000000004
501,waat,51.1454,6.4958,291.43,94,75,1.54,DE,1692322241,18.28000000000003
502,belyy yar,53.6039,91.3903,287.09,94,40,4.0,RU,1692322242,13.939999999999998
503,songjianghe,42.1859,127.479,300.93,54,0,1.91,CN,1692322243,27.78000000000003
504,saint croix,17.7397,-64.7388,301.4,84,20,4.63,VI,1692322243,28.25
505,caleta de carquin,-11.0925,-77.6267,291.94,80,28,5.26,PE,1692322244,18.79000000000002
506,nuuk,64.1835,-51.7216,277.49,100,41,2.06,GL,1692322244,4.340000000000032
507,mugia,43.1041,-9.2179,294.77,94,100,9.11,ES,1692322245,21.620000000000005
508,lengshuitan,26.4111,111.5956,304.36,68,82,1.32,CN,1692322245,31.210000000000036
509,shubarshi,48.5872,57.1869,296.38,32,63,4.76,KZ,1692322246,23.230000000000018
510,pakosc,52.8018,18.0853,292.23,84,25,2.06,PL,1692322246,19.08000000000004
511,kaiapoi,-43.3783,172.6401,285.63,56,49,2.06,NZ,1692322247,12.480000000000018
512,campina grande,-7.2306,-35.8811,294.05,88,40,2.06,BR,1692322048,20.900000000000034
513,sitka,57.0531,-135.33,288.09,77,75,1.54,US,1692322248,14.939999999999998
514,nuriootpa,-34.4833,139.0,285.91,77,48,9.33,AU,1692322176,12.760000000000048
515,wanning,18.8003,110.3967,305.69,59,92,3.83,CN,1692322249,32.54000000000002
516,dezhou,37.4486,116.2925,301.54,81,100,1.53,CN,1692322249,28.390000000000043
517,bad durrheim,48.0167,8.5333,291.45,87,100,1.61,DE,1692322250,18.30000000000001
518,ribeira brava,32.65,-17.0667,296.5,82,4,0.91,PT,1692322250,23.350000000000023
519,saint-francois,46.4154,3.9054,292.41,94,0,1.03,FR,1692322251,19.260000000000048
520,okha,53.5739,142.9478,290.34,81,92,2.83,RU,1692322251,17.189999999999998
521,mandalgovi,45.7625,106.2708,288.4,43,0,5.01,MN,1692322252,15.25
522,sept-iles,50.2001,-66.3821,290.44,94,75,5.66,CA,1692322252,17.29000000000002
523,sterling,39.0062,-77.4286,301.31,72,40,3.6,US,1692322173,28.160000000000025
524,emmett,43.8735,-116.4993,310.09,14,31,3.97,US,1692322253,36.94
525,vangaindrano,-23.35,47.6,290.25,81,48,1.41,MG,1692322254,17.100000000000023
526,inarajan village,13.2736,144.7484,305.04,84,48,4.63,GU,1692322254,31.890000000000043
527,vozhega,60.4725,40.2213,287.82,98,86,2.09,RU,1692322254,14.670000000000016
528,jackson,42.4165,-122.8345,308.08,28,40,4.12,US,1692322255,34.93000000000001
529,tindouf,27.6711,-8.1474,307.4,14,1,5.14,DZ,1692322255,34.25
530,grivenskaya,45.6473,38.176,293.2,53,0,3.73,RU,1692322256,20.05000000000001
531,kabansk,52.0486,106.6528,290.29,57,83,1.23,RU,1692322257,17.140000000000043
532,malanje,-9.5402,16.341,293.43,63,93,2.53,AO,1692322257,20.28000000000003
533,ancud,-41.8697,-73.8203,279.64,78,90,4.59,CL,1692322257,6.490000000000009
534,ginir,7.1333,40.7,286.91,77,11,4.51,ET,1692322258,13.760000000000048
535,iiyama,36.85,138.3667,305.29,64,46,1.08,JP,1692322258,32.14000000000004
536,tinajo,29.0788,-13.7081,295.64,83,0,10.29,ES,1692322259,22.49000000000001
537,bardai,11.65,7.2333,295.16,82,98,2.73,NG,1692322259,22.010000000000048
538,siwa oasis,29.2041,25.5195,299.25,57,0,1.58,EG,1692322260,26.100000000000023
539,zelenogorskiy,55.0333,87.0,284.34,98,100,0.92,RU,1692322260,11.189999999999998
540,vila franca do campo,37.7167,-25.4333,297.38,94,77,8.24,PT,1692322261,24.230000000000018
541,parintins,-2.6283,-56.7358,299.94,54,99,1.01,BR,1692322186,26.79000000000002
542,burayevo,55.8407,55.4083,293.72,61,3,0.93,RU,1692322262,20.57000000000005
543,vrangel',42.7297,133.0839,296.13,84,12,3.45,RU,1692322263,22.980000000000018
544,sabang,5.8933,95.3214,301.07,75,25,5.33,ID,1692322263,27.920000000000016
545,soroti,1.7146,33.6111,293.48,78,100,1.96,UG,1692322264,20.33000000000004
546,pangody,65.85,74.4859,284.3,64,16,1.88,RU,1692322265,11.150000000000034
547,gopalpur,19.2667,84.9167,298.1,95,100,2.55,IN,1692322265,24.950000000000045
548,nchelenge,-9.3451,28.734,291.74,48,3,2.81,ZM,1692322266,18.590000000000032
549,chake chake,-5.2459,39.7666,295.6,85,17,3.08,TZ,1692322267,22.450000000000045
550,paris,48.8534,2.3488,294.34,85,0,3.09,FR,1692322260,21.189999999999998
551,byron bay,-28.65,153.6167,296.32,54,100,7.46,AU,1692321979,23.170000000000016
552,west bay,19.3667,-81.4167,304.19,80,20,4.12,KY,1692322268,31.04000000000002
553,kuandian,40.7286,124.7847,300.03,75,31,2.47,CN,1692322268,26.879999999999995
554,ghanzi,-21.5667,21.7833,288.49,27,63,1.82,BW,1692322269,15.340000000000032
555,inhambane,-23.865,35.3833,291.24,82,61,3.66,MZ,1692322270,18.090000000000032
556,argo,37.6333,22.7333,302.47,52,0,1.99,GR,1692322270,29.32000000000005
557,kirkwall,58.9848,-2.9587,287.18,82,100,4.63,GB,1692322271,14.03000000000003
558,zeya,53.75,127.2667,291.5,98,100,3.02,RU,1692322271,18.350000000000023
559,portland,45.5234,-122.6762,308.04,39,75,4.12,US,1692322073,34.89000000000004
560,tarnogskiy gorodok,60.4997,43.5761,289.25,99,73,2.1,RU,1692322272,16.100000000000023
561,ain kercha,35.9247,6.6953,297.36,35,12,1.6,DZ,1692322273,24.210000000000036
562,kourou,5.1552,-52.6478,299.18,91,100,3.13,GF,1692322274,26.03000000000003
563,susuman,62.7833,148.1667,289.97,71,80,1.06,RU,1692322275,16.82000000000005
564,griffith,41.5284,-87.4237,294.42,60,0,7.2,US,1692322275,21.27000000000004
565,yamba,-5.9,22.3,296.99,36,5,0.4,CD,1692322276,23.840000000000032
566,hadibu,12.65,54.0333,298.69,81,58,7.58,YE,1692322277,25.54000000000002
567,male,4.1748,73.5089,301.12,83,75,4.12,MV,1692322277,27.970000000000027
568,wadi,17.0667,76.9833,298.94,65,100,6.13,IN,1692322278,25.79000000000002
569,geraldton,-28.7667,114.6,287.38,82,0,4.12,AU,1692322174,14.230000000000018
570,ridder,50.355,83.5133,289.09,64,59,0.15,KZ,1692322279,15.939999999999998
571,cole harbour,44.6724,-63.4751,292.57,93,100,6.17,CA,1692322280,19.420000000000016
572,shimanovsk,52.0,127.7,296.13,79,100,3.42,RU,1692322280,22.980000000000018
